Name                                 Publisher                                             Version
VMSnapshot                           Microsoft.Azure.RecoveryServices                      1.0.63.0
VMSnapshot                           Microsoft.Azure.RecoveryServices.Edp                  1.0.39.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9127.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9128.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9131.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9136.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9137.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9140.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9141.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9142.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9143.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9147.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9149.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9157.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9160.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices                      1.0.9161.0
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9132
Linux                                Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices.Edp                  1.0.9125.0
VMSnapshotLinux                      Microsoft.Azure.RecoveryServices.Edp                  1.0.9151.0
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9129
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9131
LinuxDEBIAN7                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9133
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxOL6                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.10
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.12
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.13
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.14
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.15
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.16
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.18
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.19
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.20
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.24
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.25
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.4
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.9
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9129
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9131
LinuxDEBIAN8                         Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9133
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.113
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.114
AzureBackupLinuxWorkload             Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.0.0.115
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxOL7                             Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.21
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.22
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.25
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.26
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.27
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.30
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.31
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.34
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.35
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.38
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.41
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9129
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9131
LinuxRHEL8                           Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9133
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.62
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.63
AzureBackupWindowsWorkload           Microsoft.Azure.RecoveryServices.WorkloadBackup.Edp   1.3.0.64
AzureDiskEncryption                  Microsoft.Azure.Security                              1.0.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.1
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.2
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.4
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.5
AzureDiskEncryption                  Microsoft.Azure.Security                              1.1.0.6
AzureDiskEncryption                  Microsoft.Azure.Security                              2.0.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              2.1.0.0
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.1
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.10
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.11
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.12
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.14
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.15
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.16
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.19
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.2
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.21
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.22
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.6
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.7
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.8
AzureDiskEncryption                  Microsoft.Azure.Security                              2.2.0.9
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxRHEL6                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
WorkloadDiagnosticLinux              Microsoft.Azure.RecoveryServices.WorkloadBackup       1.0.0.1
WorkloadDiagnosticLinux              Microsoft.Azure.RecoveryServices.WorkloadBackup       1.1.0.1
LinuxSLES12                          Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9129
LinuxSLES12                          Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9131
LinuxSLES12                          Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9133
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxRHEL7                           Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999326
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999327
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999329
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999331
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999332
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999333
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999335
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999336
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999338
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999339
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999340
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999341
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999344
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              0.1.0.999345
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.0.0.0
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.30
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.31
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.36
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.38
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.39
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.40
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.43
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.44
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.46
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.47
AzureDiskEncryptionForLinux          Microsoft.Azure.Security                              1.1.0.48
LinuxSLES15                          Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9131
LinuxSLES15                          Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9133
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.0.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.1.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.10.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.11.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.12.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.13.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.14.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.15.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.16.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.17.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.18.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.19.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.2.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.20.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.21.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.22.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.23.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.24.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.25.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.26.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.27.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.28.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.3.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.4.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.5.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.6.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.7.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.8.0
AntimalwareConfiguration             Microsoft.Azure.Security.AntimalwareSignature         2.0.9.0
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxSLES11SP3                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
LinuxUBUNTU1804                      Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9129
LinuxUBUNTU1804                      Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9131
LinuxUBUNTU1804                      Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9132
LinuxUBUNTU1804                      Microsoft.Azure.RecoveryServices.SiteRecovery2        1.0.0.9133
IaaSAntimalware                      Microsoft.Azure.Security                              1.0.0.0
IaaSAntimalware                      Microsoft.Azure.Security                              1.1.0.0
IaaSAntimalware                      Microsoft.Azure.Security                              1.2.0.0
IaaSAntimalware                      Microsoft.Azure.Security                              1.3.0.2
IaaSAntimalware                      Microsoft.Azure.Security                              1.3.0.3
IaaSAntimalware                      Microsoft.Azure.Security                              1.4.0.0
IaaSAntimalware                      Microsoft.Azure.Security                              1.4.0.1
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.2.0
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.4.2
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.4.3
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.4.4
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.5.0
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.5.1
IaaSAntimalware                      Microsoft.Azure.Security                              1.5.5.9
DSMSForWindows                       Microsoft.Azure.Security.Dsms                         2.15.794.0
DSMSForWindows                       Microsoft.Azure.Security.Dsms                         2.17.869.0
DSMSForWindows                       Microsoft.Azure.Security.Dsms                         3.1.977.0
DSMSForWindows                       Microsoft.Azure.Security.Dsms                         3.12.1371.0
DSMSForWindows                       Microsoft.Azure.Security.Dsms                         3.12.1373.0
DSMSForWindows                       Microsoft.Azure.Security.Dsms                         3.12.1379.0
LinuxSLES11SP4                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxSLES11SP4                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxSLES11SP4                       Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
ADETest                              Microsoft.Azure.Security.Edp                          1.1.0.5
ADETest                              Microsoft.Azure.Security.Edp                          2.2.0.29
LinuxUBUNTU1404                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxUBUNTU1404                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxUBUNTU1404                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
VMBackupForLinuxExtension            Microsoft.Azure.Security                              0.1.0.995
AzureDiskEncryption                  Microsoft.Azure.Security.Edp                          1.1.0.5
AzureDiskEncryption                  Microsoft.Azure.Security.Edp                          1.1.0.6
AzureDiskEncryption                  Microsoft.Azure.Security.Edp                          2.2.0.27
AzureDiskEncryption                  Microsoft.Azure.Security.Edp                          2.2.0.28
AzureDiskEncryption                  Microsoft.Azure.Security.Edp                          2.2.0.29
AzureDiskEncryptionForLinux          Microsoft.Azure.Security.Edp                          0.1.0.999347
AzureDiskEncryptionForLinux          Microsoft.Azure.Security.Edp                          1.1.0.50
LinuxUBUNTU1604                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
LinuxUBUNTU1604                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
LinuxUBUNTU1604                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9132
LinuxUBUNTU1604                      Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
SiteRecovery                         Microsoft.Azure.RecoveryServices.SiteRecovery         0.0.0.0
IaaSAntimalware                      Microsoft.Azure.Security.Test                         1.5.2.0
AzureDiskEncryptionForLinuxTest1     Microsoft.Azure.Security.Edp                          0.1.0.999342
AzureDiskEncryptionForLinuxTest1     Microsoft.Azure.Security.Edp                          1.1.0.50
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.10
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.12
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.13
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.2
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.3
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.5
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.6
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.7
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.8
ServiceFabricMCNode-alsantam         Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.9
SiteRecoveryLinux                    Microsoft.Azure.RecoveryServices.SiteRecovery         0.0.0.1
AzureDiskEncryptionForLinuxTest2     Microsoft.Azure.Security.Edp                          0.1.0.999347
AzureDiskEncryptionForLinuxTest2     Microsoft.Azure.Security.Edp                          1.1.0.48
ServiceFabricMCNode-romend           Microsoft.Azure.ServiceFabric.MC.Test                 0.0.0.5
ServiceFabricMCNode-romend           Microsoft.Azure.ServiceFabric.MC.Test                 0.1.0.0
Windows                              Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9129
Windows                              Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9131
Windows                              Microsoft.Azure.RecoveryServices.SiteRecovery         1.0.0.9133
Linux                                Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
Linux                                Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
Linux                                Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.516
Linux                                Microsoft.Azure.SiteRecovery.Test                     1.2.0.517
TestMSILinuxExtension                Microsoft.Azure.Test.Identity                         1.0.0.7
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.601
LinuxOL6Test                         Microsoft.Azure.SiteRecovery.Test                     1.0.0.602
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.508
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.509
LinuxDEBIAN7                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.510
TestMSIWindowsExtension              Microsoft.Azure.Test.Identity                         1.0.0.11
Health.Linux1                        Microsoft.Azure.WorkloadInsights.Linux.Test1          0.1
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.325
LinuxOL7                             Microsoft.Azure.SiteRecovery.Test                     1.0.0.326
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.509
LinuxDEBIAN8                         Microsoft.Azure.SiteRecovery2.Test                    1.0.0.510
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.604
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Test                     1.5.0.605
LinuxOL6                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxOL6                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxOL6                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.250
LinuxRHEL8                           Microsoft.Azure.SiteRecovery2.Test                    1.0.0.251
LinuxOL7                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxOL7                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.216
LinuxOL7                             Microsoft.Azure.SiteRecovery.Stage                    1.0.0.217
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.602
LinuxRHEL7Test                       Microsoft.Azure.SiteRecovery.Test                     1.0.0.603
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.415
LinuxSLES12                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.416
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxRHEL6                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.597
LinuxSLES11SP3Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.598
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.415
LinuxSLES15                          Microsoft.Azure.SiteRecovery2.Test                    1.0.0.416
LinuxRHEL7                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxRHEL7                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxRHEL7                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.216
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.597
LinuxSLES11SP4Test                   Microsoft.Azure.SiteRecovery.Test                     1.0.0.598
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.266
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.267
LinuxUBUNTU1804                      Microsoft.Azure.SiteRecovery2.Test                    1.0.0.268
AzureCATExtensionHandler             Microsoft.AzureCAT.AzureEnhancedMonitoring            2.2.0.48
AzureCATExtensionHandler             Microsoft.AzureCAT.AzureEnhancedMonitoring            2.2.0.68
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Test                     1.2.0.374
LinuxRHEL8                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.124
LinuxRHEL8                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.125
LinuxRHEL8                           Microsoft.Azure.SiteRecovery.Stage                    1.0.0.126
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.601
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.602
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.603
LinuxSLES11SP3                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxSLES11SP3                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxSLES11SP3                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.514
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.515
LinuxUBUNTU1604                      Microsoft.Azure.SiteRecovery.Test                     1.0.0.516
LinuxSLES11SP4                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxSLES11SP4                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxSLES11SP4                       Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
WindowsTest                          Microsoft.Azure.SiteRecovery.Test                     1.4.0.548
WindowsTest                          Microsoft.Azure.SiteRecovery.Test                     1.4.0.550
LinuxSLES12                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxSLES12                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
LinuxSLES12                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.215
VMJITAccessExtension                 Microsoft.AzureSecurity.JITAccess                     1.0.0.0
VMJITAccessExtension                 Microsoft.AzureSecurity.JITAccess                     1.0.1.0
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.124
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.125
LinuxSLES15                          Microsoft.Azure.SiteRecovery.Stage                    1.0.0.126
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.0.1338.84
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.0.1338.85
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension.Edp          1.0.1338.87
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.0.1338.47
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.0.1338.48
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.0
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.10
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.11
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.12
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.13
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.14
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.15
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.18
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.2
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.3
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.4
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.5
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.6
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.7
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.8
WorkloadBackup                       Microsoft.CloudBackup.Workload.Extension              1.1.0.9
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.213
LinuxUBUNTU1404                      Microsoft.Azure.SiteRecovery.Stage                    1.0.0.214
